8103.99000000,2.69645500,binance,usdt
8103.00000000,0.11835900,binance,usdt
8102.00000000,0.00715800,binance,usdt
8100.14000000,0.74072700,binance,usdt
8100.00000000,0.10624600,binance,usdt
8099.02000000,0.22244700,binance,usdt
8099.00000000,0.28599000,binance,usdt
8098.10000000,3.00000000,binance,usdt
8098.00000000,0.04689400,binance,usdt
8097.00000000,0.21326600,binance,usdt
8096.03000000,0.01101400,binance,usdt
8096.01000000,0.48776300,binance,usdt
8096.00000000,1.26536400,binance,usdt
8095.23000000,1.00000000,binance,usdt
8095.22000000,0.10000000,binance,usdt
8095.21000000,0.38607900,binance,usdt
8095.13000000,0.00476400,binance,usdt
8095.12000000,0.20000000,binance,usdt
8095.04000000,0.60000000,binance,usdt
8095.00000000,0.06347500,binance,usdt
8094.99000000,0.24948600,binance,usdt
8094.60000000,0.01396900,binance,usdt
8093.56000000,0.20000000,binance,usdt
8093.54000000,0.52876400,binance,usdt
8092.19000000,1.00000000,binance,usdt
8091.20000000,0.00567400,binance,usdt
8091.02000000,0.50000000,binance,usdt
8090.80000000,2.03086200,binance,usdt
8090.01000000,0.07295800,binance,usdt
8090.00000000,0.80489800,binance,usdt
8089.01000000,0.03600000,binance,usdt
8089.00000000,0.11964900,binance,usdt
8088.74000000,0.07123800,binance,usdt
8088.00000000,0.93423900,binance,usdt
8087.38000000,0.00927300,binance,usdt
8087.37000000,0.04409500,binance,usdt
8086.72000000,0.00586100,binance,usdt
8085.97000000,0.07370000,binance,usdt
8085.93000000,0.01000000,binance,usdt
8085.67000000,0.50000000,binance,usdt
8085.50000000,0.04800000,binance,usdt
8085.49000000,8.42120000,binance,usdt
8085.06000000,0.00781600,binance,usdt
8085.00000000,0.02619000,binance,usdt
8083.11000000,4.00000000,binance,usdt
8083.00000000,0.07509700,binance,usdt
8082.00000000,4.89707400,binance,usdt
8080.56000000,0.01904000,binance,usdt
8080.00000000,2.99767000,binance,usdt
8079.70000000,2.74000000,binance,usdt
8098.39,1.00000000,bitstamp,usd
8098.38,1.00000000,bitstamp,usd
8098.20,1.00000000,bitstamp,usd
8091.81,1.00000000,bitstamp,usd
8091.79,1.36700000,bitstamp,usd
8090.00,0.02000000,bitstamp,usd
8089.11,8.35200000,bitstamp,usd
8089.10,1.81200000,bitstamp,usd
8086.20,13.00000000,bitstamp,usd
8085.24,0.69240900,bitstamp,usd
8084.36,4.09370000,bitstamp,usd
8084.26,2.00000000,bitstamp,usd
8081.87,0.15952000,bitstamp,usd
8081.05,0.00200000,bitstamp,usd
8080.00,0.02750000,bitstamp,usd
8078.59,2.13400000,bitstamp,usd
8077.20,0.03600000,bitstamp,usd
8076.17,1.00000000,bitstamp,usd
8076.16,0.01000000,bitstamp,usd
8076.14,2.00000000,bitstamp,usd
8075.83,3.91000000,bitstamp,usd
8073.58,1.98700000,bitstamp,usd
8071.78,4.52000000,bitstamp,usd
8070.00,0.02500000,bitstamp,usd
8069.57,0.59500000,bitstamp,usd
8069.05,0.46140000,bitstamp,usd
8068.63,1.21400000,bitstamp,usd
8068.00,3.00000000,bitstamp,usd
8067.41,0.64480000,bitstamp,usd
8067.40,0.04469000,bitstamp,usd
8067.39,6.00000000,bitstamp,usd
8067.00,0.00162182,bitstamp,usd
8066.00,9.80099305,bitstamp,usd
8065.00,0.16000000,bitstamp,usd
8064.15,13.55070000,bitstamp,usd
8063.61,3.32643500,bitstamp,usd
8062.48,0.55400000,bitstamp,usd
8060.01,5.00000000,bitstamp,usd
8060.00,4.02000000,bitstamp,usd
8058.60,3.25100000,bitstamp,usd
8058.56,0.90700000,bitstamp,usd
8054.79,1.12500000,bitstamp,usd
8054.67,5.20000000,bitstamp,usd
8051.00,0.50000000,bitstamp,usd
8050.98,1.29480000,bitstamp,usd
8050.96,12.17100000,bitstamp,usd
8050.00,1.02000000,bitstamp,usd
8049.83,4.00000000,bitstamp,usd
8049.22,12.55000000,bitstamp,usd
8047.70,0.05000000,bitstamp,usd
8080.0,0.04976302,cex,usd
8079.9,0.08179433,cex,usd
8079.1,0.29,cex,usd
8078.8,0.867,cex,usd
8078.3,0.5,cex,usd
8070.5,0.0370894,cex,usd
8070.1,0.3,cex,usd
8070.0,0.40430856,cex,usd
8067.2,0.01815066,cex,usd
8060.5,0.1252,cex,usd
8056.9,1.5,cex,usd
8053.1,0.43104218,cex,usd
8053.0,30.0,cex,usd
8052.0,0.5,cex,usd
8051.9,24.5218497,cex,usd
8050.0,0.71836046,cex,usd
8045.2,2.24,cex,usd
8040.0,0.203,cex,usd
8037.9,0.08200294,cex,usd
8031.0,0.03151627,cex,usd
8030.6,0.015,cex,usd
8030.0,0.11001495,cex,usd
8027.0,0.00391305,cex,usd
8026.0,0.02945022,cex,usd
8021.8,30.0,cex,usd
8021.7,0.3,cex,usd
8020.0,0.20509976,cex,usd
8014.0,0.89450712,cex,usd
8010.7,0.66282945,cex,usd
8010.0,4.03217,cex,usd
8007.0,0.1,cex,usd
8000.9,0.449,cex,usd
8000.8,0.22353,cex,usd
8000.1,0.04718692,cex,usd
8000.0,1.81533718,cex,usd
7999.0,0.052135,cex,usd
7998.2,0.069785,cex,usd
7995.0,0.04068231,cex,usd
7993.0,0.015,cex,usd
7990.0,0.0475,cex,usd
7987.0,0.00317,cex,usd
7980.0,0.066,cex,usd
7977.0,0.1,cex,usd
7970.0,0.073,cex,usd
7967.6,0.1,cex,usd
7965.3,0.04769187,cex,usd
7960.9,0.0068535,cex,usd
7960.0,0.1,cex,usd
7959.0,0.22253367,cex,usd
7955.0,0.10379133,cex,usd
8065.84889895,0.00320964,exmo,usdt
8065.8456078,0.00260553,exmo,usdt
8037.71361017,0.00500068,exmo,usdt
8016.3882116,0.0097322,exmo,usdt
8015,4.80908154,exmo,usdt
8010.2,0.00137306,exmo,usdt
8010.10101,0.49936948,exmo,usdt
8009.67973111,0.00589824,exmo,usdt
7981.74362841,0.00590888,exmo,usdt
7979.5,0.10512698,exmo,usdt
7977,0.00250475,exmo,usdt
7976.30627055,0.0146229,exmo,usdt
7955,0.0049581,exmo,usdt
7953.90496104,0.0059034,exmo,usdt
7941,0.0045,exmo,usdt
7940.00000001,0.0487476,exmo,usdt
7940,0.00095389,exmo,usdt
7928,0.02276379,exmo,usdt
7926.16338918,0.00587304,exmo,usdt
7920,0.02712828,exmo,usdt
7900,0.00794457,exmo,usdt
7898.51857417,0.00602486,exmo,usdt
7870.97017855,0.0060405,exmo,usdt
7851.11,0.00126429,exmo,usdt
7850,0.00137399,exmo,usdt
7843.51786602,0.00608335,exmo,usdt
7827,0.00792709,exmo,usdt
7816.16130146,0.00610402,exmo,usdt
7806,0.0139,exmo,usdt
7803,0.07945662,exmo,usdt
7801.11,0.00119999,exmo,usdt
7800,0.01116,exmo,usdt
7795,0.00538491,exmo,usdt
7777,0.00608244,exmo,usdt
7758,0.01611959,exmo,usdt
7757,0.01705439,exmo,usdt
7755,0.01711553,exmo,usdt
7752,0.4917688,exmo,usdt
7751.11,0.0012,exmo,usdt
7751,0.07586118,exmo,usdt
7743.51786602,0.06697663,exmo,usdt
7720,0.01,exmo,usdt
7705.5,0.015,exmo,usdt
7701.11,0.0012,exmo,usdt
7700,0.0083,exmo,usdt
7691,0.01,exmo,usdt
7688,0.01031988,exmo,usdt
7661,0.06526563,exmo,usdt
7658.6541,0.01004477,exmo,usdt
7651.1,0.00222584,exmo,usdt
8110,0.07959103,exmo,usd
8109.0600811,0.001,exmo,usd
8108,0.0338,exmo,usd
8106.22195614,0.09428804,exmo,usd
8104.59119,0.6343,exmo,usd
8100.01,0.002,exmo,usd
8100,0.09233224,exmo,usd
8096,0.012352,exmo,usd
8095,0.0023,exmo,usd
8090.5,0.003,exmo,usd
8088.40278232,0.153,exmo,usd
8085.83501707,0.00111305,exmo,usd
8083.41143107,0.001,exmo,usd
8083,0.0018552,exmo,usd
8081.9765263,0.02936688,exmo,usd
8080,0.48096385,exmo,usd
8079,0.00297623,exmo,usd
8078.09792,6.3423,exmo,usd
8076.41,0.0012,exmo,usd
8075,0.00814624,exmo,usd
8074.38750071,0.00589442,exmo,usd
8071.77143141,0.0048324,exmo,usd
8071,0.02438549,exmo,usd
8070,0.18206946,exmo,usd
8065,0.002,exmo,usd
8063.67396224,0.01663783,exmo,usd
8058,0.00117893,exmo,usd
8055,0.5,exmo,usd
8054,0.0012888,exmo,usd
8053,0.00125,exmo,usd
8050,0.71072875,exmo,usd
8049,0.13412004,exmo,usd
8048,0.3,exmo,usd
8047,0.00308975,exmo,usd
8046.22571072,0.0058882,exmo,usd
8045.5,0.00928885,exmo,usd
8045,0.02,exmo,usd
8041,0.03601174,exmo,usd
8040,0.19854095,exmo,usd
8037.93082502,0.00622051,exmo,usd
8035.477322,5.13569,exmo,usd
8035.476322,0.0015468,exmo,usd
8033,0.01066445,exmo,usd
8031.41257425,0.0072608,exmo,usd
8030,0.01,exmo,usd
8028.195,0.005,exmo,usd
8025,0.0663,exmo,usd
8023,0.0025,exmo,usd
8020.0001,0.002497,exmo,usd
8020,0.10988374,exmo,usd
8099,6.19581784,gdax,usd
8098.27,1.431,gdax,usd
8098,0.001,gdax,usd
8097.38,0.01,gdax,usd
8097,0.64636922,gdax,usd
8096,0.001,gdax,usd
8095,0.026,gdax,usd
8094.15,0.1,gdax,usd
8094.05,0.002471,gdax,usd
8094,0.001,gdax,usd
8093,0.001,gdax,usd
8092.94,0.0024,gdax,usd
8092,0.001,gdax,usd
8091.52,1,gdax,usd
8091,0.001,gdax,usd
8090.52,1,gdax,usd
8090,0.006,gdax,usd
8089.99,0.01,gdax,usd
8089.82,0.001854,gdax,usd
8089.52,5.8,gdax,usd
8089.5,0.1,gdax,usd
8089.1,0.00148348,gdax,usd
8089.01,0.015,gdax,usd
8089,0.501,gdax,usd
8088.88,0.25,gdax,usd
8088.21,0.1664367,gdax,usd
8088.11,0.001,gdax,usd
8088,0.001,gdax,usd
8087,0.001,gdax,usd
8086.89,0.01,gdax,usd
8086.88,13,gdax,usd
8086.75,0.001,gdax,usd
8086.48,1,gdax,usd
8086.47,2.94,gdax,usd
8086.4,1.276,gdax,usd
8086,0.001,gdax,usd
8085.27,7.2841,gdax,usd
8085.06,2,gdax,usd
8085,0.26571,gdax,usd
8084.6,0.00508031,gdax,usd
8084,0.011,gdax,usd
8083.77,0.00575806,gdax,usd
8083,1.001,gdax,usd
8082.69,0.0048,gdax,usd
8082.61,2,gdax,usd
8082.52,3.77,gdax,usd
8082.41,2,gdax,usd
8082,0.001,gdax,usd
8081,0.001,gdax,usd
8080.51,0.00388165,gdax,usd
8117.04669,0.00037206,kucoin,usdt
8100.005018,0.16677347,kucoin,usdt
8087.78701,0.12986709,kucoin,usdt
8083.735012,0.03956256,kucoin,usdt
8078.7,0.005,kucoin,usdt
8056.0,0.1,kucoin,usdt
8053.44,0.02,kucoin,usdt
8049.0,0.10129851,kucoin,usdt
8047.0,0.1,kucoin,usdt
8045.0,0.1,kucoin,usdt
8042.0,0.37013679,kucoin,usdt
8028.9,0.00023657,kucoin,usdt
8025.74517,0.5,kucoin,usdt
8014.64189,0.04,kucoin,usdt
8009.207087,0.03762603,kucoin,usdt
8000.000001,4.4772,kucoin,usdt
8000.0,0.65557752,kucoin,usdt
7998.876219,0.04604296,kucoin,usdt
7990.44,0.066,kucoin,usdt
7984.481915,0.02507122,kucoin,usdt
7977.0,0.01476445,kucoin,usdt
7957.818687,0.08649629,kucoin,usdt
7950.0,0.46513468,kucoin,usdt
7939.73059,0.048195,kucoin,usdt
7930.0,0.01338872,kucoin,usdt
7920.0,0.02122173,kucoin,usdt
7910.04,0.18839921,kucoin,usdt
7907.834422,4.52e-05,kucoin,usdt
7903.0,0.01,kucoin,usdt
7902.001515,0.090472,kucoin,usdt
7902.0,0.13444485,kucoin,usdt
7900.0,0.75906654,kucoin,usdt
7890.0,0.0016015,kucoin,usdt
7881.0,0.06861822,kucoin,usdt
7877.0,0.02226051,kucoin,usdt
7874.0,5.744e-05,kucoin,usdt
7868.0,0.10652354,kucoin,usdt
7864.05173,0.00235241,kucoin,usdt
7863.747452,0.68718897,kucoin,usdt
7862.758179,4.4772,kucoin,usdt
7860.0,0.28472553,kucoin,usdt
7857.95,0.00217065,kucoin,usdt
7855.0,0.07883823,kucoin,usdt
7851.5,0.03230971,kucoin,usdt
7850.0,0.1175516,kucoin,usdt
7844.22,0.05016953,kucoin,usdt
7830.9575,6.78e-05,kucoin,usdt
7826.0,1.05541143,kucoin,usdt
7825.000879,0.0096282,kucoin,usdt
7820.0,0.05922122,kucoin,usdt
